StrRef,Flags,SoundRef,VolumeVariance,PitchVariance,SoundLength
4391,7,M_CeleM049,0,0,0.0
4392,7,M_CeleM058,0,0,0.0
4393,7,M_CeleM063,0,0,0.0
4394,7,M_CeleF001,0,0,0.0
4395,7,M_CeleF002,0,0,0.0
4396,7,M_CeleF003,0,0,0.0
4397,7,M_CeleF004,0,0,0.0
4398,7,M_CeleF005,0,0,0.0
4399,7,M_CeleF032,0,0,0.0
4400,7,M_CeleF048,0,0,0.0
4401,7,M_CeleF049,0,0,0.0
4402,7,M_CeleF058,0,0,0.0
4403,7,M_CeleF063,0,0,0.0
4404,7,M_DemoM001,0,0,0.0
4405,7,M_DemoM002,0,0,0.0
4406,7,M_DemoM003,0,0,0.0
4407,7,M_DemoM004,0,0,0.0
4408,7,M_DemoM005,0,0,0.0
4409,7,M_DemoM032,0,0,0.0
4410,7,M_DemoM048,0,0,0.0
4411,7,M_DemoM049,0,0,0.0
4412,7,M_DemoM058,0,0,0.0
4413,7,M_DemoM063,0,0,0.0
4414,7,M_DemoF001,0,0,0.0
4415,7,M_DemoF002,0,0,0.0
4416,7,M_DemoF003,0,0,0.0
4417,7,M_DemoF004,0,0,0.0
4418,7,M_DemoF005,0,0,0.0
4419,7,M_DemoF032,0,0,0.0
4420,7,M_DemoF048,0,0,0.0
4421,7,M_DemoF049,0,0,0.0
4422,7,M_DemoF058,0,0,0.0
4423,7,M_DemoF063,0,0,0.0
4424,7,M_Imp001,0,0,0.0
4425,7,M_Imp002,0,0,0.0
4426,7,M_Imp003,0,0,0.0
4427,7,M_Imp004,0,0,0.0
4428,7,M_Imp005,0,0,0.0
4429,7,M_Imp032,0,0,0.0
4430,7,M_Imp048,0,0,0.0
4431,7,M_Imp049,0,0,0.0
4432,7,M_Imp058,0,0,0.0
4433,7,M_Imp063,0,0,0.0
4434,7,M_DragG001,0,0,0.0
4435,7,M_DragG002,0,0,0.0
4436,7,M_DragG003,0,0,0.0
4437,7,M_DragG004,0,0,0.0
4438,7,M_DragG005,0,0,0.0
4439,7,M_DragG032,0,0,0.0
4441,7,M_DragG049,0,0,0.0
4442,7,M_DragG058,0,0,0.0
4443,7,M_DragG063,0,0,0.0
4444,7,M_DragE001,0,0,0.0
4445,7,M_DragE002,0,0,0.0
4446,7,M_DragE003,0,0,0.0
4447,7,M_DragE004,0,0,0.0
4448,7,M_DragE005,0,0,0.0
4449,7,M_DragE032,0,0,0.0
4450,7,M_DragE048,0,0,0.0
4451,7,M_DragE049,0,0,0.0
4452,7,M_DragE058,0,0,0.0
4453,7,M_DragE063,0,0,0.0
4454,7,M_GianD001,0,0,0.0
4455,7,M_GianD002,0,0,0.0
4456,7,M_GianD003,0,0,0.0
4457,7,M_GianD004,0,0,0.0
4458,7,M_GianD005,0,0,0.0
4459,7,M_GianD032,0,0,0.0
4460,7,M_GianD048,0,0,0.0
4461,7,M_GianD049,0,0,0.0
4462,7,M_GianD058,0,0,0.0
4463,7,M_GianD063,0,0,0.0
4464,7,M_GianS001,0,0,0.0
4465,7,M_GianS002,0,0,0.0
4466,7,M_GianS003,0,0,0.0
4467,7,M_GianS004,0,0,0.0
4468,7,M_GianS005,0,0,0.0
4469,7,M_GianS032,0,0,0.0
4470,7,M_GianS048,0,0,0.0
4471,7,M_GianS049,0,0,0.0
4472,7,M_GianS058,0,0,0.0
4473,7,M_GianS063,0,0,0.0
4474,7,M_GoblB001,0,0,0.0
4475,7,M_GoblB002,0,0,0.0
4476,7,M_GoblB003,0,0,0.0
4477,7,M_GoblB004,0,0,0.0
4478,7,M_GoblB005,0,0,0.0
4479,7,M_GoblB032,0,0,0.0
4480,7,M_GoblB048,0,0,0.0
4481,7,M_GoblB049,0,0,0.0
4482,7,M_GoblB058,0,0,0.0
4483,7,M_GoblB063,0,0,0.0
4484,7,M_GoblW001,0,0,0.0
4485,7,M_GoblW002,0,0,0.0
4486,7,M_GoblW003,0,0,0.0
4487,7,M_GoblW004,0,0,0.0
4488,7,M_GoblW005,0,0,0.0
4489,7,M_GoblW032,0,0,0.0
4490,7,M_GoblW048,0,0,0.0
4491,7,M_GoblW049,0,0,0.0
4492,7,M_GoblW058,0,0,0.0
4493,7,M_GoblW063,0,0,0.0
4494,7,M_GoblM001,0,0,0.0
4495,7,M_GoblM002,0,0,0.0
4496,7,M_GoblM003,0,0,0.0
4497,7,M_GoblM004,0,0,0.0
4498,7,M_GoblM005,0,0,0.0
4499,7,M_GoblM032,0,0,0.0
4500,7,M_GoblM048,0,0,0.0
4501,7,M_GoblM049,0,0,0.0
4502,7,M_GoblM058,0,0,0.0
4503,7,M_GoblM063,0,0,0.0
4504,7,M_GoblS001,0,0,0.0
4505,7,M_GoblS002,0,0,0.0
4506,7,M_GoblS003,0,0,0.0
4507,7,M_GoblS004,0,0,0.0
4508,7,M_GoblS005,0,0,0.0
4509,7,M_GoblS032,0,0,0.0
4510,7,M_GoblS048,0,0,0.0
4511,7,M_GoblS049,0,0,0.0
4512,7,M_GoblS058,0,0,0.0
4513,7,M_GoblS063,0,0,0.0
4514,7,M_OldM001,0,0,0.0
4515,7,M_OldM002,0,0,0.0
4516,7,M_OldM003,0,0,0.0
4517,7,M_OldM004,0,0,0.0
4518,7,M_OldM005,0,0,0.0
4519,7,M_OldM032,0,0,0.0
4520,7,M_OldM048,0,0,0.0
4521,7,M_OldM049,0,0,0.0
4522,7,M_OldM058,0,0,0.0
4523,7,M_OldM063,0,0,0.0
4524,7,M_OldF001,0,0,0.0
4525,7,M_OldF002,0,0,0.0
4526,7,M_OldF003,0,0,0.0
4527,7,M_OldF004,0,0,0.0
4528,7,M_OldF005,0,0,0.0
4529,7,M_OldF032,0,0,0.0
4530,7,M_OldF048,0,0,0.0
4531,7,M_OldF049,0,0,0.0
4532,7,M_OldF058,0,0,0.0
4533,7,M_OldF063,0,0,0.0
4534,7,M_OldYu001,0,0,0.0
4535,7,M_OldYu002,0,0,0.0
4536,7,M_OldYu003,0,0,0.0
4537,7,M_OldYu004,0,0,0.0
4538,7,M_OldYu005,0,0,0.0
4539,7,M_OldYu032,0,0,0.0
4540,7,M_OldYu048,0,0,0.0
4541,7,M_OldYu049,0,0,0.0
4542,7,M_OldYu058,0,0,0.0
4543,7,M_OldYu063,0,0,0.0
4544,7,M_UndeI001,0,0,0.0
4545,7,M_UndeI002,0,0,0.0
4546,7,M_UndeI003,0,0,0.0
4547,7,M_UndeI004,0,0,0.0
4548,7,M_UndeI005,0,0,0.0
4549,7,M_UndeI032,0,0,0.0
4550,7,M_UndeI048,0,0,0.0
4551,7,M_UndeI049,0,0,0.0
4552,7,M_UndeI058,0,0,0.0
4553,7,M_UndeI063,0,0,0.0
4554,7,M_UndeF001,0,0,0.0
4555,7,M_UndeF002,0,0,0.0
4556,7,M_UndeF003,0,0,0.0
4557,7,M_UndeF004,0,0,0.0
4558,7,M_UndeF005,0,0,0.0
4559,7,M_UndeF032,0,0,0.0
4560,7,M_UndeF048,0,0,0.0
4561,7,M_UndeF049,0,0,0.0
4562,7,M_UndeF058,0,0,0.0
4563,7,M_UndeF063,0,0,0.0
4564,7,M_UndeL001,0,0,0.0
4565,7,M_UndeL002,0,0,0.0
4566,7,M_UndeL003,0,0,0.0
4567,7,M_UndeL004,0,0,0.0
4568,7,M_UndeL005,0,0,0.0
4569,7,M_UndeL032,0,0,0.0
4570,7,M_UndeL048,0,0,0.0
4571,7,M_UndeL049,0,0,0.0
4572,7,M_UndeL058,0,0,0.0
4573,7,M_UndeL063,0,0,0.0
4574,7,M_Death001,0,0,0.0
4575,7,M_Death002,0,0,0.0
4576,7,M_Death003,0,0,0.0
4577,7,M_Death004,0,0,0.0
4578,7,M_Death005,0,0,0.0
4579,7,M_Death032,0,0,0.0
4580,7,M_Death048,0,0,0.0
4581,7,M_Death049,0,0,0.0
4582,7,M_Death058,0,0,0.0
4583,7,M_Death063,0,0,0.0
4584,7,M_WereB001,0,0,0.0
4585,7,M_WereB002,0,0,0.0
4586,7,M_WereB003,0,0,0.0
4587,7,M_WereB004,0,0,0.0
4588,7,M_WereB005,0,0,0.0
4589,7,M_WereB032,0,0,0.0
4590,7,M_WereB048,0,0,0.0
4591,7,M_WereB049,0,0,0.0
4592,7,M_WereB058,0,0,0.0
4593,7,M_WereB063,0,0,0.0
4594,7,M_WereR001,0,0,0.0
4595,7,M_WereR002,0,0,0.0
4596,7,M_WereR003,0,0,0.0
4597,7,M_WereR004,0,0,0.0
4598,7,M_WereR005,0,0,0.0
4599,7,M_WereR032,0,0,0.0
4600,7,vs_vicinni_attak,0,0,0.0
4601,7,vs_vicinni_btcry,0,0,0.0
4602,7,vs_vicinni_heal,0,0,0.0
4603,7,vs_vicinni_help,0,0,0.0
4604,7,vs_vicinni_enemy,0,0,0.0
4605,7,vs_vicinni_flee,0,0,0.0
4606,7,vs_vicinni_taunt,0,0,0.0
4607,7,vs_vicinni_guard,0,0,0.0
4608,7,vs_vicinni_stand,0,0,0.0
4609,7,vs_vicinni_nrdth,0,0,0.0
4610,7,vs_vicinni_pain1,0,0,0.0
4611,7,vs_vicinni_pain2,0,0,0.0
4612,7,vs_vicinni_pain3,0,0,0.0
4613,7,vs_vicinni_death,0,0,0.0
4614,7,vs_vicinni_poisn,0,0,0.0
4615,7,vs_vicinni_fspel,0,0,0.0
4616,7,vs_vicinni_innef,0,0,0.0
4617,7,vs_vicinni_follw,0,0,0.0
4618,7,vs_vicinni_look,0,0,0.0
4619,7,vs_vicinni_group,0,0,0.0
4620,7,vs_vicinni_move,0,0,0.0
4621,7,vs_vicinni_pick,0,0,0.0
4622,7,vs_vicinni_secrt,0,0,0.0
4623,7,vs_vicinni_hide,0,0,0.0
4624,7,vs_vicinni_cando,0,0,0.0
4625,7,vs_vicinni_notdo,0,0,0.0
4626,7,vs_vicinni_done,0,0,0.0
4627,7,vs_vicinni_encum,0,0,0.0
4628,7,vs_vicinni_hello,0,0,0.0
4629,7,vs_vicinni_yes,0,0,0.0
4630,7,vs_vicinni_no,0,0,0.0
4631,7,vs_vicinni_stop,0,0,0.0
4632,7,vs_vicinni_rest,0,0,0.0
4633,7,vs_vicinni_bored,0,0,0.0
4634,7,vs_vicinni_bye,0,0,0.0
4635,7,vs_vicinni_thank,0,0,0.0
4636,7,vs_vicinni_laugh,0,0,0.0
4637,7,vs_vicinni_cuss,0,0,0.0
4638,7,vs_vicinni_cheer,0,0,0.0
4639,7,vs_vicinni_tell,0,0,0.0
4640,7,vs_vicinni_gidea,0,0,0.0
4641,7,vs_vicinni_bidea,0,0,0.0
4642,7,vs_vicinni_warn,0,0,0.0
4643,7,M_Dryad063,0,0,0.0
4644,7,M_Dryad073,0,0,0.0
10487,7,VS_VICINNI_ATTAK,0,0,0.0
11195,7,vs_favhen3m_050,0,0,0.0
11202,7,vs_favhen3m_051,0,0,0.0
11238,7,vs_favhen3m_052,0,0,0.0
11239,7,vs_favhen3m_054,0,0,0.0
11240,7,vs_favhen3m_055,0,0,0.0
11241,7,vs_favhen3m_053,0,0,0.0
11242,7,vs_favhen3m_057,0,0,0.0
11243,7,vs_favhen3m_056,0,0,0.0
11244,7,vs_favhen3m_058,0,0,0.0
11245,7,vs_favhen3m_060,0,0,0.0
11246,7,vs_favhen3m_061,0,0,0.0
11247,7,vs_favhen3m_059,0,0,0.0
11933,7,vs_favhen4m_050,0,0,0.0
11940,7,vs_favhen4m_051,0,0,0.0
11976,7,vs_favhen4m_052,0,0,0.0
11977,7,vs_favhen4m_054,0,0,0.0
11978,7,vs_favhen4m_055,0,0,0.0
11979,7,vs_favhen4m_053,0,0,0.0
11980,7,vs_favhen4m_057,0,0,0.0
11981,7,vs_favhen4m_056,0,0,7.4235
11982,7,vs_favhen4m_058,0,0,5.1021
11983,7,vs_favhen4m_060,0,0,5.5612
11984,7,vs_favhen4m_061,0,0,3.0102
11985,7,vs_favhen4m_059,0,0,15.2041
14949,7,vs_feltoorf_052,0,0,9.4388
14955,7,vs_feltoorf_050,0,0,9.0051
14959,7,vs_feltoorf_051,0,0,6.8622
14962,7,vs_feltoorf_053,0,0,2.7041
15379,7,vs_nintdevm_050,0,0,8.801
15382,7,vs_nintdevm_051,0,0,5.1021
15383,7,vs_nintdevm_052,0,0,3.5459
15384,7,vs_nintdevm_053,0,0,6.8622
15385,7,vs_nintdevm_050,0,0,8.801
15386,7,vs_nintdevm_055,0,0,13.1378
15387,7,vs_nintdevm_054,0,0,6.1479
16700,7,vs_folefm_052,0,0,9.6684
16722,7,vs_folefm_053,0,0,5.0765
16723,7,vs_folefm_054,0,0,8.4949
16745,7,vs_folefm_050,0,0,9.7449
16786,7,vs_folefm_051,0,0,8.699
16991,7,vs_nnwgrdm3_050,0,0,6.7602
17057,7,vs_fnyatarm_052,0,0,9.2091
17076,7,vs_fnyatarm_053,0,0,8.1888
17077,7,vs_fnyatarm_054,0,0,9.9745
17088,7,vs_fnyatarm_051,0,0,7.2704
17122,7,vs_fnyatarm_050,0,0,7.398
17123,7,vs_fnyatarm_055,0,0,4.0306
17375,7,vs_nprostf1_053,0,0,6.8368
17376,7,vs_nprostf1_054,0,0,6.1225
17377,7,vs_nprostf1_055,0,0,11.8368
17394,7,vs_nprostf1_050,0,0,6.2755
17415,7,vs_nprostf1_051,0,0,4.949
17423,7,vs_nprostf1_052,0,0,7.5765
17551,7,vs_fophalaf_051,0,0,11.4285
17563,7,vs_fophalaf_052,0,0,8.5459
17564,7,vs_fophalaf_053,0,0,11.9132
17711,7,vs_nprostf2_053,0,0,12.6275
17712,7,vs_nprostf2_054,0,0,8.8521
17713,7,vs_nprostf2_055,0,0,10.7909
17726,7,vs_nprostf2_050,0,0,7.2449
17773,7,vs_nprostf2_052,0,0,13.5714
17783,7,vs_nprostf2_051,0,0,5.6122
17849,7,vs_nprostm1_053,0,0,7.2704
17850,7,vs_nprostm1_054,0,0,6.0204
17851,7,vs_nprostm1_055,0,0,8.8265
17868,7,vs_nprostm1_050,0,0,8.8521
17888,7,vs_nprostm1_051,0,0,5.4591
17896,7,vs_nprostm1_052,0,0,6.8368
17949,7,vs_fclaudum_050,0,0,12.5255
17950,7,vs_fclaudum_052,0,0,10.1785
17951,7,vs_fclaudum_053,0,0,8.75
17952,7,vs_fclaudum_054,0,0,8.1888
17953,7,vs_fclaudum_055,0,0,9.5153
17955,7,vs_fclaudum_051,0,0,6.3265
18360,7,vs_nwncomm4_050,0,0,3.8265
18361,7,vs_nwncomm4_051,0,0,8.0868
18596,7,vs_naribetf_154,0,0,9.8215
18597,7,vs_naribetf_150,0,0,6.4031
18598,7,vs_naribetf_149,0,0,9.949
18599,7,vs_naribetf_147,0,0,7.2194
18600,7,vs_naribetf_145,0,0,5.3062
18601,7,vs_naribetf_144,0,0,5.0255
18602,7,vs_naribetf_123,0,0,6.2245
18603,7,vs_naribetf_125,0,0,3.0102
18604,7,vs_naribetf_129,0,0,7.0663
18605,7,vs_naribetf_128,0,0,6.6837
18606,7,vs_naribetf_127,0,0,5.7909
18607,7,vs_naribetf_126,0,0,6.7091
18608,7,vs_naribetf_050,0,0,7.398
18609,7,vs_naribetf_051,0,0,10.4591
18610,7,vs_naribetf_140,0,0,6.199
18611,7,vs_naribetf_152,0,0,8.4184
18612,7,vs_naribetf_126,0,0,6.7091
18613,7,vs_naribetf_127,0,0,5.7909
18614,7,vs_naribetf_128,0,0,6.6837
18615,7,vs_naribetf_129,0,0,7.0663
18616,7,vs_naribetf_135,0,0,9.4898
18617,7,vs_naribetf_130,0,0,7.4745
18618,7,vs_naribetf_151,0,0,7.7551
18619,7,vs_naribetf_122,0,0,8.3418
18620,7,vs_naribetf_052,0,0,8.4184
18622,7,vs_naribetf_054,0,0,7.7041
18623,7,vs_naribetf_120,0,0,4.5663
18624,7,vs_naribetf_121,0,0,11.0204
18625,7,vs_naribetf_055,0,0,8.75
18627,7,vs_naribetf_057,0,0,9.2602
18628,7,vs_naribetf_058,0,0,13.1122
18629,7,vs_naribetf_059,0,0,14.0816
18630,7,vs_naribetf_060,0,0,11.9132
18631,7,vs_naribetf_061,0,0,10.1021
18632,7,vs_naribetf_062,0,0,9.1327
18633,7,vs_naribetf_063,0,0,10.8418
18637,7,vs_naribetf_070,0,0,9.7194
18638,7,vs_naribetf_071,0,0,11.0715
18639,7,vs_naribetf_071,0,0,11.0715
18640,7,vs_naribetf_064,0,0,16.3265
18642,7,vs_naribetf_066,0,0,12.3215
18643,7,vs_naribetf_070,0,0,9.7194
18644,7,vs_naribetf_072,0,0,9.5918
18645,7,vs_naribetf_073,0,0,9.6684
18648,7,vs_naribetf_076,0,0,8.801
18649,7,vs_naribetf_077,0,0,9.6938
18650,7,vs_naribetf_078,0,0,3.0868
18651,7,vs_naribetf_079,0,0,3.0612
18652,7,vs_naribetf_113,0,0,9.3878
18653,7,vs_naribetf_114,0,0,11.2245
18654,7,vs_naribetf_115,0,0,1.25
18655,7,vs_naribetf_116,0,0,10.4847
18656,7,vs_naribetf_117,0,0,10.8163
18657,7,vs_naribetf_118,0,0,12.8572
18658,7,vs_naribetf_119,0,0,10.6378
18659,7,vs_naribetf_112,0,0,10.4847
18660,7,vs_naribetf_080,0,0,6.25
18661,7,vs_naribetf_081,0,0,10.2806
18662,7,vs_naribetf_082,0,0,8.7755
18663,7,vs_naribetf_083,0,0,1.9132
18664,7,vs_naribetf_084,0,0,2.3979
18665,7,vs_naribetf_092,0,0,11.4031
18666,7,vs_naribetf_093,0,0,10.6632
18667,7,vs_naribetf_094,0,0,9.6684
18668,7,vs_naribetf_095,0,0,9.0816
18669,7,vs_naribetf_096,0,0,12.1938
18670,7,vs_naribetf_097,0,0,9.2347
18671,7,vs_naribetf_098,0,0,9.8215
18672,7,vs_naribetf_110,0,0,5.8418
18673,7,vs_naribetf_111,0,0,4.5409
18674,7,vs_naribetf_099,0,0,10.9184
18675,7,vs_naribetf_100,0,0,11.0715
18676,7,vs_naribetf_101,0,0,7.2959
18677,7,vs_naribetf_109,0,0,13.5969
18678,7,vs_naribetf_102,0,0,10.4337
18679,7,vs_naribetf_103,0,0,9.3878
18680,7,vs_naribetf_104,0,0,8.4694
18681,7,vs_naribetf_105,0,0,11.2245
18682,7,vs_naribetf_106,0,0,12.4235
18683,7,vs_naribetf_107,0,0,12.4235
18684,7,vs_naribetf_108,0,0,7.8827
18685,7,vs_naribetf_085,0,0,7.3215
18686,7,vs_naribetf_086,0,0,9.6428
18687,7,vs_naribetf_088,0,0,9.3622
18688,7,vs_naribetf_089,0,0,9.6938
18689,7,vs_naribetf_090,0,0,11.1735
18690,7,vs_naribetf_087,0,0,9.1582
18691,7,vs_naribetf_091,0,0,9.949
18692,7,vs_naribetf_124,0,0,3.8775
18693,7,vs_naribetf_141,0,0,4.8215
18694,7,vs_naribetf_142,0,0,8.5459
18695,7,vs_naribetf_143,0,0,1.9132
18696,7,vs_naribetf_146,0,0,8.5459
18697,7,vs_naribetf_148,0,0,6.1225
18698,7,vs_naribetf_136,0,0,4.2347
18699,7,vs_naribetf_137,0,0,4.0816
18700,7,vs_naribetf_138,0,0,7.3469
18701,7,vs_naribetf_139,0,0,6.0715
18702,7,vs_naribetf_155,0,0,3.801
18703,7,vs_naribetf_156,0,0,9.8725
18704,7,vs_naribetf_131,0,0,8.4949
18705,7,vs_naribetf_132,0,0,1.5306
18706,7,vs_naribetf_133,0,0,6.7857
18707,7,vs_naribetf_134,0,0,9.7959
18709,7,vs_naribetf_say,0,0,2.4235
18761,7,vs_ndesthem_102,0,0,10.0
18762,7,vs_ndesthem_103,0,0,9.2857
18763,7,vs_ndesthem_108,0,0,6.8622
18764,7,vs_ndesthem_109,0,0,9.3112
18765,7,vs_ndesthem_104,0,0,5.3062
18766,7,vs_ndesthem_105,0,0,7.4745
18767,7,vs_ndesthem_106,0,0,7.5765
18768,7,vs_ndesthem_110,0,0,6.6582
18769,7,vs_ndesthem_111,0,0,4.8215
18770,7,vs_ndesthem_107,0,0,7.8572
18841,7,vs_nfenthim_100,0,0,5.6378
18842,7,vs_ndesthem_070,0,0,5.5868
18843,7,vs_nfenthim_101,0,0,0.0
18844,7,vs_nfenthim_102,0,0,0.0
18845,7,vs_ndesthem_071,0,0,0.0
18846,7,vs_nfenthim_103,0,0,0.0
18847,7,vs_nfenthim_104,0,0,0.0
18848,7,vs_ndesthem_073,0,0,0.0
18849,7,vs_nfenthim_114,0,0,0.0
18850,7,vs_nfenthim_116,0,0,5.0255
18851,7,vs_nfenthim_105,0,0,0.0
18852,7,vs_nfenthim_106,0,0,0.0
18853,7,vs_nfenthim_107,0,0,0.0
18854,7,vs_nfenthim_113,0,0,0.0
18855,7,vs_nfenthim_108,0,0,0.0
18856,7,vs_ndesthem_072,0,0,0.0
18857,7,vs_nfenthim_109,0,0,0.0
18858,7,vs_nfenthim_110,0,0,0.0
18859,7,vs_nfenthim_127,0,0,4.3368
18860,7,vs_nfenthim_128,0,0,0.0
18861,7,vs_nfenthim_145,0,0,0.0
18862,7,vs_nfenthim_146,0,0,0.0
18863,7,vs_nfenthim_171,0,0,0.0
18864,7,vs_nfenthim_111,0,0,0.0
18865,7,vs_nfenthim_112,0,0,0.0
18866,7,vs_nfenthim_173,0,0,0.0
18867,7,vs_nfenthim_147,0,0,0.0
18868,7,vs_nfenthim_161,0,0,0.0
18869,7,vs_nfenthim_167,0,0,0.0
18870,7,vs_nfenthim_172,0,0,0.0
18871,7,vs_ndesthem_074,0,0,0.0
18872,7,vs_nfenthim_115,0,0,0.0
18873,7,vs_nfenthim_117,0,0,4.5153
18874,7,vs_nfenthim_120,0,0,4.7194
18875,7,vs_nfenthim_121,0,0,5.6888
18876,7,vs_nfenthim_123,0,0,7.1174
18877,7,vs_nfenthim_124,0,0,6.4541
18878,7,vs_nfenthim_126,0,0,6.301
18879,7,vs_ndesthem_075,0,0,8.2398
18880,7,vs_nfenthim_118,0,0,0.0
18881,7,vs_ndesthem_076,0,0,0.0
18882,7,vs_nfenthim_119,0,0,0.0
18883,7,vs_ndesthem_077,0,0,5.4082
18884,7,vs_nfenthim_122,0,0,0.0
18885,7,vs_ndesthem_078,0,0,0.0
18886,7,vs_ndesthem_079,0,0,8.75
18887,7,vs_nfenthim_125,0,0,0.0
18888,7,vs_ndesthem_080,0,0,0.0
18890,7,vs_nfenthim_130,0,0,0.0
18891,7,vs_nfenthim_131,0,0,0.0
18892,7,vs_nfenthim_132,0,0,0.0
18893,7,vs_nfenthim_133,0,0,0.0
18894,7,vs_nfenthim_135,0,0,0.0
18895,7,vs_ndesthem_082,0,0,0.0
18896,7,vs_nfenthim_136,0,0,0.0
18897,7,vs_nfenthim_137,0,0,0.0
18898,7,vs_ndesthem_083,0,0,0.0
18899,7,vs_nfenthim_138,0,0,0.0
18900,7,vs_nfenthim_139,0,0,0.0
18901,7,vs_nfenthim_140,0,0,0.0
18902,7,vs_nfenthim_141,0,0,0.0
18903,7,vs_ndesthem_084,0,0,0.0
18904,7,vs_nfenthim_142,0,0,0.0
18905,7,vs_ndesthem_085,0,0,0.0
18906,7,vs_nfenthim_143,0,0,0.0
18907,7,vs_nfenthim_144,0,0,0.0
18908,7,vs_ndesthem_086,0,0,0.0
18909,7,vs_ndesthem_093,0,0,0.0
18910,7,vs_ndesthem_092,0,0,0.0
18911,7,vs_ndesthem_087,0,0,0.0
18912,7,vs_nfenthim_148,0,0,0.0
18913,7,vs_ndesthem_088,0,0,0.0
18914,7,vs_nfenthim_152,0,0,0.0
18915,7,vs_nfenthim_149,0,0,0.0
18916,7,vs_ndesthem_089,0,0,0.0
18917,7,vs_nfenthim_150,0,0,0.0
18918,7,vs_nfenthim_151,0,0,0.0
18919,7,vs_nfenthim_159,0,0,0.0
18920,7,vs_nfenthim_153,0,0,0.0
18921,7,vs_nfenthim_160,0,0,0.0
18922,7,vs_ndesthem_091,0,0,0.0
18923,7,vs_nfenthim_157,0,0,0.0
18924,7,vs_nfenthim_158,0,0,0.0
18925,7,vs_nfenthim_154,0,0,0.0
18926,7,vs_ndesthem_090,0,0,0.0
18927,7,vs_nfenthim_155,0,0,0.0
18928,7,vs_nfenthim_156,0,0,0.0
18929,7,vs_ndesthem_094,0,0,0.0
18930,7,vs_nfenthim_164,0,0,0.0
18931,7,vs_ndesthem_096,0,0,0.0
18932,7,vs_ndesthem_098,0,0,0.0
18933,7,vs_ndesthem_097,0,0,0.0
18934,7,vs_nfenthim_165,0,0,0.0
18935,7,vs_nfenthim_166,0,0,0.0
18936,7,vs_ndesthem_095,0,0,0.0
18937,7,vs_nfenthim_162,0,0,0.0
18938,7,vs_nfenthim_163,0,0,0.0
18939,7,vs_ndesthem_099,0,0,0.0
18940,7,vs_ndesthem_100,0,0,0.0
18941,7,vs_nfenthim_170,0,0,0.0
18942,7,vs_ndesthem_101,0,0,0.0
18943,7,vs_nfenthim_168,0,0,0.0
18944,7,vs_nfenthim_169,0,0,0.0
18945,7,vs_ndesthem_081,0,0,0.0
18946,7,vs_nfenthim_134,0,0,0.0
18947,7,vs_nfenthim_say,0,0,1.0459
19400,7,vs_nintdevm_056,0,0,5.1531
19551,7,vs_nhalorm1_050,0,0,3.3418
19552,7,vs_nhalorm1_051,0,0,5.9949
19553,7,vs_nhalorm1_052,0,0,5.3316
19631,7,vs_nnwgrdf2_050,0,0,9.1327
19632,7,vs_nnwgrdf2_051,0,0,8.5715
19633,7,vs_nnwgrdf2_052,0,0,9.6938
19650,7,vs_nnwgrdf2_053,0,0,4.3622
19660,7,vs_nnwgrdf2_056,0,0,9.8979
19664,7,vs_nnwgrdf2_055,0,0,3.699
19674,7,vs_nnwgrdf2_054,0,0,8.699
20074,7,vs_nnymphf_059,0,0,7.1684
20081,7,vs_nnymphf_057,0,0,3.6735
20082,7,vs_nnymphf_060,0,0,7.0153
20083,7,vs_nnymphf_058,0,0,6.7857
20292,7,vs_nnwnobf1_050,0,0,9.2347
20293,7,vs_nnwnobf1_051,0,0,8.699
20294,7,vs_nnwnobf1_052,0,0,6.5306
20295,7,vs_nnwnobf1_054,0,0,2.8826
20308,7,vs_nnwnobf1_055,0,0,1.4031
20356,7,vs_nnwnobf1_053,0,0,6.7602
20496,7,vs_nnwnobm1_051,0,0,0.0
20497,7,vs_nnwnobm1_054,0,0,5.0765
20515,7,vs_nnwnobm1_050,0,0,0.0
20516,7,vs_nnwnobm1_055,0,0,2.6531
20518,7,vs_nnwnobm1_052,0,0,5.5102
20519,7,vs_nnwnobm1_053,0,0,4.6938
21410,7,vs_nbloodm1_051,0,0,9.9235
21412,7,vs_nbloodm1_050,0,0,5.8674
21766,7,vs_nnwcomf2_051,0,0,5.2041
21769,7,vs_nnwcomf2_050,0,0,2.9847
21789,7,vs_nnwcomf2_053,0,0,4.2347
21790,7,vs_nnwcomf2_052,0,0,5.0765
21795,7,vs_nnwcomf2_054,0,0,4.5663
21810,7,vs_nbeggam1_051,0,0,9.1072
21812,7,vs_nbeggam1_050,0,0,1.8368
21871,7,vs_nwizarf1_050,0,0,10.7143
21872,7,vs_nwizarf1_052,0,0,5.8163
21873,7,vs_nwizarf1_051,0,0,6.7857
22075,7,vs_fchristm_052,0,0,6.8878
22076,7,vs_fchristm_053,0,0,7.2959
22078,7,vs_fchristm_051,0,0,4.8725
22081,7,vs_fchristm_050,0,0,5.4847
22082,7,vs_fchristm_054,0,0,7.9591
22165,7,vs_fjalekm_054,0,0,6.1735
22166,7,vs_fjalekm_051,0,0,8.1888
22167,7,vs_fjalekm_053,0,0,5.2806
22174,7,vs_fjalekm_055,0,0,10.7653
22175,7,vs_fjalekm_050,0,0,4.1837
22181,7,vs_fjalekm_052,0,0,8.801
22478,7,vs_nthugxm1_055,0,0,4.4643
22479,7,vs_nthugxm1_054,0,0,4.2857
22480,7,vs_fvengaum_051,0,0,4.2857
